Unnamed: 0,Unit ID,Plant name,State,Region,Ownership,Age grouping,Age,Capacity,Avg daily generation,Actual avg PLF,Target PLF,Coeff of variation,Daily actual coal consumption - calc (tons/MW),Annual actual coal consumption (tons),Daily target coal consumption at 85%(tons/MW),Daily target generation,Not contracted in MERIT,Import share,Imported coal,Target SHR,Actual SHR,Efficiency,Actual coal used,Plant status,Wtd GCV,Pithead plant,Total,Auxiliary consumption (%),"Actual aux, MU",VC  - ACTUAL,Variation,TOTAL VC - ACTUAL,TOTAL VC - TARGET,INR/Mcal,FGD status - Jun 2020,Retirement by 2022,Retirement by 2027,Actual coal cost (INR crore),Target coal cost (INR crore),wtd PLF,FGD status - Feb 2021,Actual energy,Actual energy-coal cost,Actual energy-transport cost,Actual SHR.1,Actual INR/Mcal,Actual-cons,Actual age,Actual aux,Boiler design,bws_score,coal_price,avg_max_temp
189,SIMHADRI STPP1,SIMHADRI STPP,Andhra Pradesh,SR,CENTRAL SECTOR, 15-20 years,18.2532511978097,500.0,7.75765546903967,0.6464712890866391,0.75,0.25,10.389433468139758,1896071.6079355057,13.221189481690622,9.0,Contracted,0.0161946621298572,30706.239064530728,2850.128268414444,2884.3518786155264,0.3017408056790465,1895387.2984708883,Operational,2154485.780425286,N,1896071.6079355057,0.0569627001636831,0.4418970024560634,2.791955063892573,0.025917318950339,790.5544296812516,916.0048867537272,0.9780716676506108,Bid Awarded,N,N,593.1788543914256,680.0077255136987,323.23564454331955,Bid Awarded,798.8077548542062,410.63534015733086,388.1724146968753,2293520.3328921,14346412.532214152,5056001.527186057,1048495.2224230017,1249262.2694113993,1,0.3737469423015516,3.43,41.83
190,SALAYA TPP2,SALAYA TPP,Gujarat,WR,PVT SECTOR, 5-10 years,7.9233401779603,600.0,2.25943369175627,0.1569051174830743,0.85,0.15,1.8691211212141503,409337.5255458989,11.512358150136892,12.24,Contracted,1.0,409337.5255458989,2867.3752737932928,3096.492480820772,0.299925861766358,595813.4845226991,Operational,0.0,N,0.0,0.0528165038667122,0.119335388317225,3.127411546225322,0.1548978351347542,257.91553406681084,1386.710441041936,1.2224735304310752,Feasibility study under process,N,N,311.6700337538239,1563.4765487541654,94.1430704898446,Tender specification made,312.177759278785,312.177759278785,0.0,717122.7423372318,5222533.243696747,1472571.2222831526,132557.29712291117,337366.3935298811,1,0.5410396253694397,3.7,42.56
191,UDUPI TPP1,UDUPI TPP,Karnataka,SR,PVT SECTOR, 5-10 years,8.17522245037645,600.0,5.98197803997386,0.4154151416648513,0.85,0.15,5.473827011641251,1198768.115549434,11.520336521115674,12.24,Contracted,1.0,1198768.115549434,2869.299789615332,3012.961027737012,0.2997246934992786,1534896.254473928,Operational,0.0,N,0.0,0.0607259401330715,0.3632612403328014,3.143074958910536,0.0966401383831384,686.2658964501015,1397.6215039316885,1.2224735304310752,NIT issued,N,N,802.9042307153118,1564.5259179744994,249.2490849989108,NIT issued,804.212200452163,804.212200452163,0.0,1847405.3370800377,13826951.103195922,3898715.304695704,362109.676663659,1026955.509915404,1,0.3312441565152224,3.46,38.27
192,UDUPI TPP2,UDUPI TPP,Karnataka,SR,PVT SECTOR, 5-10 years,8.17522245037645,600.0,6.663228634285,0.4627242107142361,0.85,0.15,6.132052282046057,1342919.4497680864,11.520336521115674,12.24,Contracted,1.0,1342919.4497680864,2869.299789615332,2997.3220120104743,0.2997246934992786,1700821.809999845,Operational,0.0,N,0.0,0.0607259401330715,0.4046308231385591,3.141471959798565,0.0861638014194618,764.0306259461624,1397.6215039316885,1.2224735304310752,NIT issued,N,N,889.699888810919,1564.5259179744994,277.6345264285417,NIT issued,891.1492528632266,891.1492528632266,0.0,2047113.7903015944,15401617.30785562,4342715.951409126,403348.1149836382,1143909.1407689245,1,0.3312441565152224,3.46,38.27
193,KAMALANGA TPS3,KAMALANGA TPS,Odisha,ER,PVT SECTOR, 5-10 years,6.17659137577002,350.0,5.61038041824932,0.6679024307439666,0.85,0.15,10.225426771497546,1306298.2700588114,12.759004881827517,7.14,Not contracted,0.0459173424002733,59981.7449431752,2870.3614719217107,2930.5576839077607,0.2996138320600537,1605095.8907055906,Operational,1308586.7250534785,N,1306298.2700588114,0.0759711486288021,0.4262270446189402,2.1504874023044764,0.0591840848903591,440.3744130227022,558.8305290969868,0.6074293951760135,NIT issued,N,N,512.519869324484,638.8559237877321,233.7658507603883,Bid opened,364.5283028408163,271.6651739540817,92.86312888673451,1685258.2030454837,6443625.079408538,3656528.970121276,256588.34068837087,1204962.609127707,1,0.0837909368365761,1.66,41.32
194,SALAYA TPP1,SALAYA TPP,Gujarat,WR,PVT SECTOR, 5-10 years,8.33949349760438,600.0,3.05508326535656,0.2121585600942055,0.85,0.15,2.651060500695329,580582.2496522771,11.52553980653662,12.24,Contracted,1.0,580582.2496522771,2870.554908629706,3081.4069188290923,0.2995936421263341,801701.6961470061,Operational,0.0,N,0.0,0.0528165038667122,0.1613588170978327,3.1289466833764794,0.142479459721969,348.9105317460384,1388.2326952474166,1.2224735304310752,Feasibility study under process,N,N,419.3701572544989,1565.210289205152,127.29513605652332,Tender specification made,420.0533314778291,420.0533314778291,0.0,964930.3579255396,7061625.208918667,1991130.660154913,188650.7183046167,456168.4757235254,1,0.5410396253694397,3.7,42.56
195,KAMALANGA TPS2,KAMALANGA TPS,Odisha,ER,PVT SECTOR, 5-10 years,6.67214236824093,350.0,5.60043365661453,0.6667182924541106,0.85,0.15,10.224648077915807,1306198.7919537444,12.77470145951403,7.14,Not contracted,0.0459173424002733,59977.17717296352,2874.147747615072,2934.735401616565,0.2992191339897596,1604534.3035964507,Operational,1308586.7250534785,N,1306198.7919537444,0.0759711486288021,0.4254713777124083,2.15458492569338,0.0594556588886374,440.4312625868944,559.8879282627454,0.6074293951760135,NIT issued,N,N,512.3405500990986,639.6986346028887,233.3514023589387,Bid opened,364.4007625505586,271.5701243931313,92.8306381574272,1684668.568938336,6432201.040760401,3650046.232879752,276683.1420461338,1202826.3055335977,1,0.0837909368365761,1.66,41.32
196,BINJKOTE  TPP2,BINJKOTE  TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,2.09171800136892,300.0,2.90721081717206,0.4037792801627861,0.85,0.15,6.681608776382253,731636.1610138568,12.89001151769336,6.12,Not contracted,0.0,0.0,2875.0856387830254,3022.5933576044768,0.299121524729268,788807.1964069864,Operational,1219830.546546373,N,731636.1610138568,0.1160950768642657,0.337512863280215,2.082312920513452,0.149775724704722,220.9608766247656,461.76965707568553,0.5064719600267592,Feasibility study under progress,N,N,244.1358272879623,488.8520890342378,121.13378404883582,Unknown,162.44431620679396,125.3653063152865,37.07900989150747,900699.9007768655,2784031.08817922,1894755.7532215784,45027.24727379426,954163.7150591525,1,0.1399765094174352,1.59,43.4
197,KAMALANGA TPS1,KAMALANGA TPS,Odisha,ER,PVT SECTOR, 5-10 years,7.17590691307323,350.0,5.28743651570528,0.6294567280601524,0.85,0.15,9.722173495990912,1242007.6641128391,12.790658201471594,7.14,Contracted,0.0459173424002733,57029.69117683294,2877.996779259151,2950.9020333162325,0.2988189584497658,1523204.9983359426,Operational,1308586.7250534785,N,1242007.6641128391,0.0759711486288021,0.4016926254000015,2.1599721300148063,0.0713646856179814,416.85611622982896,560.9628533815275,0.6074293951760135,NIT issued,N,N,486.3714568220339,640.5553130006168,220.3098548210533,Bid opened,345.93031864156376,257.8050029514161,88.12531569014762,1599277.4844355837,6072718.068734886,3446052.3807735643,280942.6663016962,1135602.7264813215,1,0.0837909368365761,1.66,41.32
198,VINDHYACHAL STPS8,VINDHYACHAL STPS,Madhya Pradesh,WR,CENTRAL SECTOR, 20-25 years,20.2546201232032,500.0,10.5637195958472,0.8803099663206,0.7,0.25,13.706294496810864,2501398.745667983,13.28458284240246,8.4,Contracted,0.0,0.0,2878.2971844722783,2818.691902533718,0.2987877709916451,2441970.74242544,Operational,2225291.3772412958,Pithead plant,2501398.745667983,0.0651793739500345,0.6885366298410319,1.74167516860506,0.0723586179513,671.5477359490717,535.8707920871536,0.4060353005994307,Bid Awarded,N,N,755.7899447806736,613.6935460010914,440.1549831603,Bid Awarded,441.28699602381744,413.6446817003396,27.642314323477848,3052026.765758754,8110036.442128873,6884835.58241604,1584297.3820879862,1946523.34817231,1,0.480175605372469,1.72,44.63
199,BINJKOTE  TPP1,BINJKOTE  TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,3.09103353867214,300.0,2.52252431661281,0.3503505995295569,0.85,0.15,5.969892833772025,653703.2652980367,12.92166483733744,6.12,Not contracted,0.0,0.0,2882.7209461204657,3047.8906480132605,0.2983292576957123,690159.3203953471,Operational,1219830.546546373,N,653703.2652980367,0.1160950768642657,0.2928526544291435,2.092305324676314,0.1669083259933704,192.64302366351788,463.5973636052919,0.5064719600267592,Feasability study started,N,N,213.60430966235992,490.15032373444177,105.10517985886707,Unknown,142.1291025057068,109.68717704633042,32.441925459376414,788058.773083998,2415643.914316954,1644038.826944341,57734.421191961446,827907.3395879837,1,0.1399765094174352,1.59,43.4
200,NAWAPARA TPP2,NAWAPARA TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,3.09103353867214,300.0,3.88040939603086,0.5389457494487305,0.85,0.15,8.593873733142463,941029.1737790996,12.92166483733744,6.12,Contracted,3.16883358963605e-05,29.81964854698671,2882.7280904332483,2985.553667303082,0.2983285183413707,1018936.6827902176,Operational,1245000.0000000002,N,941029.1737790996,0.0890833362691126,0.3456798150884414,2.094936969488713,0.1037774202404206,296.7162781681192,465.6126795648673,0.5516302220789098,Feasibility study completed,N,N,315.36780012749153,480.2529276546416,161.68372483461917,Feasibility study completed,233.2616514739449,163.8626467064105,69.39900476753442,1187479.9765531204,4047321.905732386,2529031.6012020386,88813.09448327428,977252.0471668878,1,0.1399765094174352,1.59,43.4
201,VINDHYACHAL STPS7,VINDHYACHAL STPS,Madhya Pradesh,WR,CENTRAL SECTOR, 20-25 years,21.1772758384668,500.0,10.2603604004449,0.8550300333704084,0.7,0.25,13.38379232547594,2442542.099399359,13.313807962183436,8.4,Contracted,0.0,0.0,2885.346769603012,2834.098305435716,0.2980577617429067,2384808.4945936585,Operational,2225291.3772412958,Pithead plant,2442542.099399359,0.0651793739500345,0.6687638674027239,1.750086129146184,0.0619147478931328,655.4127762153682,538.1869670553735,0.4060353005994307,Bid Awarded,N,N,738.0982290767373,615.1966169557014,427.5150166852042,Bid Awarded,430.9572421928598,403.9619859174375,26.99525627542227,2980584.177466213,7877139.865554207,6687123.198647361,1608897.758947855,1890624.878757666,1,0.480175605372469,1.72,44.63
202,NAWAPARA TPP1,NAWAPARA TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,3.75633127994524,300.0,4.14535708464431,0.5757440395339319,0.85,0.15,9.12693268853972,999399.1293950996,12.942738143292264,6.12,Contracted,3.16883358963605e-05,31.66929530680217,2887.811322441462,2978.4724443998825,0.2978033894793807,1085926.174654453,Operational,1245000.0000000002,N,999399.1293950996,0.0890833362691126,0.3692822391269175,2.0991373412663914,0.0913172683748088,317.61109549799204,466.8294814462216,0.5516302220789098,Unknown,N,N,336.10150128645944,481.0997772281391,172.7232118601796,Unknown,248.59732420766392,174.63571594986144,73.96160825780248,1265550.264503118,4323666.093821207,2701709.535095879,115297.9461837572,1043977.1384303174,1,0.1399765094174352,1.59,43.4
203,BANDAKHAR TPP1,BANDAKHAR TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,4.84325804243668,300.0,5.98246622982696,0.8308980874759666,0.85,0.15,12.711395908973548,1391897.8520326037,12.977166548494182,6.12,Contracted,0.0080944837960887,11266.69460908864,2897.933828974722,2904.248371120087,0.2967631598076429,1518000.2180540792,Operational,1253303.623958202,N,1391897.8520326037,0.0880689529303574,0.5268695368020838,1.8693189211426788,0.0071421857527666,408.1845121257114,417.42388000634736,0.4313675293381309,Unknown,N,N,472.4456621443151,482.2561140492783,249.26942624279,Unknown,273.56109011120384,248.5549335366176,25.00615657458621,1780893.1998337272,4879438.573074873,3899033.479259227,214542.6306655584,1489483.36279911,1,0.1399765094174352,1.59,43.4
204,CHANDRAPUR STPS7,CHANDRAPUR STPS,Maharashtra,WR,STATE SECTOR, 20-25 years,22.5900068446269,500.0,6.724313412257,0.5603594510214167,0.7,0.25,9.328700366699834,1702487.81692272,13.358556216803557,8.4,Contracted,0.0332788475094131,56656.8324460048,2903.6436956591683,2949.8048395036776,0.2961795902457542,1731303.3348640003,Operational,2090888.7899448487,N,1702487.8169227196,0.0709607453193296,0.4771622914945212,2.1267243048079782,0.0458921119384279,521.977767995253,650.6029886670967,0.5847830154075017,Feasiblity Study Carried Out,N,N,548.1451126786628,674.026427103942,280.17972551070835,Bid opened,423.3785447509921,299.4142785537391,123.96426619725302,2033129.7551960568,7435066.304870293,4382527.55840132,1124760.4767484723,1348958.7931958372,1,0.3002767882898282,2.38,42.66
205,HALDIA TPP2,HALDIA TPP,West Bengal,ER,PVT SECTOR, 5-10 years,5.2539356605065,300.0,6.24165558686796,0.8668966092872167,0.85,0.15,13.225262356042377,1448166.22798664,12.990174762046545,6.12,Contracted,0.0228333108099971,33066.42958816015,2904.394577598374,2898.809045190367,0.2961030180379722,1714560.812840195,Operational,1155528.4276101743,N,1448166.22798664,0.0785016876269017,0.4899804971550147,2.4986524471690355,0.0047264100933356,569.2440722377577,558.2768725121225,0.777201283299421,Feasibility Study started,N,N,539.0188193216989,529.5312066989969,260.068982786165,NIT issued,513.269882951851,279.8795160350668,233.39036691678407,1854570.1863980223,9172241.016375251,4067958.457979879,242817.6704824025,1385196.424599101,1,0.0774651127780802,1.99,38.17
206,HALDIA TPP1,HALDIA TPP,West Bengal,ER,PVT SECTOR, 5-10 years,5.33880903490759,300.0,6.17062837103523,0.8570317181993375,0.85,0.15,13.09069753100354,1433431.3796448878,12.992863126180698,6.12,Contracted,0.0228333108099971,32729.984216234745,2905.0430557558,2902.718572232583,0.2960369204497918,1697335.943965723,Operational,1155528.4276101743,N,1433431.3796448875,0.0785016876269017,0.4844047408447051,2.499681618591615,0.0019661400608601,562.998130469639,558.4321023817602,0.777201283299421,Feasibility Study started,N,N,533.6037133574437,529.6494376803754,257.1095154598013,NIT issued,508.1134566735575,277.06778259974527,231.0456740738121,1835938.7514322984,9067865.064630885,4021666.9317378,243932.41521695844,1369433.5161765786,1,0.0774651127780802,1.99,38.17
207,DHARIWAL TPS2,DHARIWAL TPS,Maharashtra,WR,PVT SECTOR, 5-10 years,6.00958247775496,300.0,5.69012759645894,0.7902954995081861,0.85,0.15,12.183423248290136,1334084.8456877696,13.01410987498289,6.12,Not contracted,0.0296736847247325,39587.21310698234,2911.7103256696632,2931.446914042643,0.2953590514888217,1443779.824547255,Operational,1265077.668769552,N,1334084.8456877696,0.0840829727158286,0.4784428434426408,2.4692081082988677,0.0169000140579199,512.8289857427519,551.1198094229485,0.7485552734099925,Feasibility Study completed,N,N,456.00096399811184,487.1484335622588,237.08864985245583,NIT issued,455.743809033165,250.07477374364333,205.6690352895217,1709731.4657727154,8053562.394742256,3708503.6751627377,253199.0329489844,1352578.9698974572,1,0.3002767882898282,2.38,42.66
208,GMR WARORA TPS2,GMR WARORA TPS,Maharashtra,WR,PVT SECTOR, 5-10 years,6.75701574264202,300.0,5.27026252096686,0.7319809056898416,0.85,0.15,11.39574975878266,1247834.598586701,13.037784823648186,6.12,Contracted,0.0086047411424651,10737.293709450434,2912.671005868358,2951.68471949738,0.2952616338293268,1371810.9884241447,Operational,1241715.372084797,N,1247834.5985867016,0.0870663127669074,0.4588623250142105,2.557551406547569,0.0322526643391093,491.98230730314106,570.4125576511749,0.7867936347193816,NIT issued,N,N,427.0968520745728,489.4034308365989,219.5942717069525,Bid opened,446.74110895740176,224.55085714640072,222.19025181100105,1594505.718464956,7840346.107134805,3434859.3413337646,263683.4770937158,1297223.9827574736,1,0.3002767882898282,2.38,42.66
209,TALCHER STPS2,TALCHER STPS,Odisha,ER,CENTRAL SECTOR, 20-25 years,24.1752224503764,500.0,9.38438663859314,0.7820322198827616,0.7,0.25,12.4631118060105,2274517.9045969164,13.408767921115674,8.4,Contracted,0.0234016616206309,53227.498353443545,2913.528727277008,2886.4112379117,0.2951747109779687,2861872.03796332,Operational,1727335.7305563686,Pithead plant,2274517.9045969164,0.0640939937897432,0.6014828189345378,1.94537454319642,0.0294726323602107,666.3493607634575,597.3040427235612,0.4963662796654975,Bid Awarded,N,Y,900.0547347865019,813.211314074617,391.0161099413808,Bid Awarded,490.7487860760852,440.943487152589,49.80529892349614,2776437.903090723,8807452.529450595,6116212.993189928,1679856.2090131035,1700418.3943719713,1,0.0837909368365761,1.66,41.32
210,NABI NAGAR TPP3,NABI NAGAR TPP,Bihar,ER,CENTRAL SECTOR, 0-5 years,1.2539356605065,250.0,4.26892364735746,0.7114872745595767,0.85,0.15,12.0864517591763,1102888.7230248374,14.013620862046542,5.1,Contracted,0.0,0.0,2914.9716468097195,2960.7599646738304,0.2950285986284717,1078619.4980039755,Operational,1069267.0727532243,N,1102888.7230248374,0.07,0.2988246553150222,2.2179182161259967,0.0436497577648642,345.5865085064677,411.9918176563879,0.6378271316668519,Unknown,N,N,333.8327346322305,392.65564382846526,177.87181863989417,Unknown,294.2506564863686,173.44829284451768,120.80236364185087,1295523.9683028988,5148296.1905451,2782243.239161517,39635.95969133765,844790.4488604016,1,0.1861689550136247,1.87,39.89
211,ANPARA TPS5,ANPARA TPS,Uttar Pradesh,NR,STATE SECTOR, 25-30 years,25.8425735797399,500.0,9.32674380391935,0.7772286503266125,0.4925,0.25,12.44909164872752,2271959.2258927724,13.461581268138264,5.91,Contracted,0.0,0.0,2989.585673611225,2895.4625819983767,0.2876652800390148,2195728.628427085,Operational,2244565.1141666383,Pithead plant,2271959.2258927724,0.0932557702539878,0.8697726773961071,1.8240538316374488,0.1091016225455268,620.9556211867573,395.5569079691671,0.381580092474563,Bid Opened,N,Y,679.5780104981827,444.6208227914532,388.6143251633063,Bid opened,376.120130054671,371.93380486776095,4.186325186909969,2768036.8638537023,6729114.288735836,6078644.65036971,1784684.888073605,2458885.6289966,1,0.5913331785557139,2.04,44.53
212,TALCHER STPS1,TALCHER STPS,Odisha,ER,CENTRAL SECTOR, 25-30 years,25.2539356605065,500.0,9.25774108693716,0.7714784239114302,0.4925,0.25,12.350441917453448,2253955.649935254,13.442936162046545,5.91,Contracted,0.0234016616206309,52746.30742769408,2990.3641994713958,2898.141967104885,0.287590387870488,2834724.11699047,Operational,1727335.7305563686,Pithead plant,2253955.649935254,0.0640939937897432,0.5933655997332009,1.9545642749031296,0.0997604388338013,660.4620248113038,423.6679387433602,0.4963662796654975,Bid Awarded,N,Y,891.5167517854826,587.2410239135127,385.7392119557151,Bid Awarded,486.0935083120253,436.7606659838165,49.33284232820879,2750100.416375988,8688592.903645221,6033672.578094229,1731130.6182963953,1677470.658532147,1,0.0837909368365761,1.66,41.32
213,FARAKKA STPS5,FARAKKA STPS,West Bengal,ER,CENTRAL SECTOR, 25-30 years,26.2532511978097,500.0,9.37038708414898,0.7808655903457484,0.4925,0.25,12.512701699848124,2283568.060222283,13.474589481690623,5.91,Contracted,0.0110125998883998,25148.021365157423,2995.2063234625584,2899.8809642232563,0.2871254621971455,2044529.4386422385,Operational,2425533.0874648546,Pithead plant,2283568.0602222825,0.0703808306886759,0.6594956268568449,1.9459275462546644,0.1035748853974883,665.5444436331766,421.87347940182633,0.4783909031508931,NIT issued,N,Y,637.5911901448195,415.3544135582929,390.4327951728742,Bid Awarded,474.47515895961055,391.5500200006981,82.92513895891246,2785233.231104527,8475836.932445394,6107088.874578051,1821530.146029207,1864423.1549318824,1,0.0774651127780802,1.99,38.17
214,ANPARA TPS4,ANPARA TPS,Uttar Pradesh,NR,STATE SECTOR, 25-30 years,26.8418891170431,500.0,11.0288289951798,0.91906908293165,0.4925,0.25,14.45421345933527,2637893.956328687,13.49323458778234,5.91,Contracted,0.0,0.0,2997.220980948665,2856.20952732105,0.2869324635942583,2561239.119803125,Operational,2244565.1141666383,Pithead plant,2637893.956328687,0.0932557702539878,1.0285019429450066,1.827429825428985,0.1631497293129451,735.6360031551856,397.3218990786398,0.381580092474563,Bid Opened,N,Y,792.7035075790673,445.7563703225388,459.534541465825,Bid opened,438.73071488417423,433.847515886759,4.883198997415177,3228816.2612507865,7957144.780614823,7187967.610219967,2191988.2325703083,2907620.2467910238,1,0.5913331785557139,2.04,44.53
215,FARAKKA STPS4,FARAKKA STPS,West Bengal,ER,CENTRAL SECTOR, 25-30 years,27.6714579055441,500.0,9.0920782465526,0.7576731872127166,0.4925,0.25,12.2349405348048,2232876.647601876,13.51951117915811,5.91,Contracted,0.0110125998883998,24589.7771201911,3006.0421842866517,2918.383565581919,0.2860904629001679,1996462.7017728912,Operational,2425533.0874648546,Pithead plant,2232876.647601876,0.0703808306886759,0.6399080196788118,1.9583251744613464,0.0946416913049014,649.8914687214661,424.37831609965326,0.4783909031508931,NIT issued,N,Y,622.6014681150613,416.85705549074834,378.8365936063583,Bid Awarded,463.32028283716215,382.3447078017895,80.97557503537261,2719752.602501708,8224097.030652468,5925702.898682054,1862906.007275242,1809048.127584867,1,0.0774651127780802,1.99,38.17
216,CHANDRAPUR STPS6,CHANDRAPUR STPS,Maharashtra,WR,STATE SECTOR, 25-30 years,28.1752224503764,500.0,5.87552139255257,0.4896267827127142,0.4925,0.25,8.521487237032478,1555171.4207584271,13.535467921115671,5.91,Contracted,0.0332788475094131,51754.31256241703,3014.911266147875,3015.861069034394,0.2852488594461403,1546641.565623173,Operational,2090888.7899448487,N,1555171.420758427,0.0709607453193296,0.4169313771551958,2.174850797287649,0.0009233719844622,466.4109570551862,469.1269388471145,0.5847830154075017,Feasiblity Study Carried Out,N,Y,489.6796524270624,492.39805728970833,244.8133913563571,Bid opened,378.2207554959588,267.4785863498986,110.7421691460602,1816275.013378,6496557.856700118,3829332.876707086,1225771.4531787552,1178683.3481983333,1,0.3002767882898282,2.38,42.66
217,CHANDRAPUR STPS5,CHANDRAPUR STPS,Maharashtra,WR,STATE SECTOR, 25-30 years,29.1772758384668,500.0,7.35196750392852,0.61266395866071,0.4925,0.25,10.265080418217494,1873377.1763246928,13.567207962183437,5.91,Contracted,0.0332788475094131,62343.833378524345,3022.567492135555,2982.844748124334,0.284526318184008,1914106.7864228976,Operational,2090888.7899448487,N,1873377.1763246923,0.0709607453193296,0.5217010936422591,2.178886328706484,0.0385458249097607,584.6972041442527,470.8967655486681,0.5847830154075017,Feasiblity Study Carried Out,N,Y,606.0222140132315,493.64847909974105,306.331979330355,Bid opened,468.0818949600092,331.0285904212434,137.0533045387658,2247802.2098910804,8129062.777371795,4791597.032896638,1588342.1369771725,1474871.946574787,1,0.3002767882898282,2.38,42.66
218,RAMAGUNDEM STPS6,RAMAGUNDEM STPS,Telangana,SR,CENTRAL SECTOR, 30-35 years,30.5900068446269,500.0,9.64237404079289,0.8035311700660741,0.4925,0.25,12.965421445283866,2366189.4137643054,13.611956216803556,5.91,Contracted,0.0,0.0,3025.8586131266247,2923.0406660004787,0.2842168488207585,2400266.8630142594,Operational,0.0,Pithead plant,0.0,0.0617160589591599,0.5950893248078468,2.109640785624439,0.1030464636201296,742.4810124546599,457.35454785106833,0.5596923486775126,Bid Awarded,N,Y,742.8825941029132,471.34343579356926,401.765585033037,Bid Awarded,575.7859537484816,386.6056560909234,189.18029765755816,2888967.77239756,10204118.47926224,6284354.605655501,2184033.451802252,1682343.7051620746,1,0.2502061636335578,2.04,44.41
219,RIHAND STPS2,RIHAND STPS,Uttar Pradesh,NR,CENTRAL SECTOR, 30-35 years,30.8418891170431,500.0,9.97852911581224,0.8315440929843533,0.4925,0.25,13.363152016701545,2438775.243048032,13.61993458778234,5.91,Contracted,0.0,0.0,3027.783128948665,2915.704916277916,0.2840361952537258,2385332.4559312733,Operational,2225994.3073481447,Pithead plant,2438775.243048032,0.0663567881021487,0.6621431421090747,1.9087618982462145,0.1241486827873986,695.2022204533056,414.2267104239248,0.445923950474079,NIT issued,N,Y,738.2603951107292,454.0584041226701,415.7720464921766,NIT issued,473.54773236056,404.0507395691319,69.49699279142813,2982180.756020097,8413360.070052175,6503441.490791375,2278784.400302332,1871907.7970406068,1,0.5913331785557139,2.04,44.53
220,RAMAGUNDEM STPS5,RAMAGUNDEM STPS,Telangana,SR,CENTRAL SECTOR, 30-35 years,31.1759069130732,500.0,9.4802998766337,0.7900249897194749,0.4925,0.25,12.796064290935565,2335281.7330957404,13.630514601471594,5.91,Contracted,0.0,0.0,3030.3352042778915,2931.9820113963374,0.2837969868105506,2367140.7083155657,Operational,0.0,Pithead plant,0.0,0.0617160589591599,0.5850867461368418,2.1148955705843253,0.0983268694625955,731.8193139169864,458.3893645563483,0.5596923486775126,Bid Awarded,N,Y,732.6300492236676,472.0407624448304,395.01249485973744,Bid Awarded,567.8395145957725,381.2700998790716,186.5694147167008,2849097.0418456243,10032602.215061003,6178723.822646816,2188451.41007752,1654065.9751456818,1,0.2502061636335578,2.04,44.41
221,KORBA STPS6,KORBA STPS,Chhattisgarh,WR,CENTRAL SECTOR, 30-35 years,31.2525667351129,500.0,10.5807828837715,0.8817319069809584,0.4925,0.25,14.07443834273287,2568584.9975487487,13.632942801334702,5.91,Contracted,0.0,0.0,3030.920926484599,2902.2520679156155,0.2837421433483147,2696936.130787419,Operational,2077998.0676449249,Pithead plant,2568584.9975487487,0.0626109334541428,0.6624726930285512,1.8005007003644171,0.1510959523733609,695.3508052311565,391.23997836879664,0.3933883912010035,Bid Awarded,N,Y,834.7017324787063,486.9007795783543,440.8659534904792,Bid Awarded,440.9276527454016,433.68302599889824,7.244626746503362,3147580.1479706788,7870122.475763323,6895956.469409331,2448495.056371919,1872839.4519902072,1,0.1399765094174352,1.59,43.4
222,DHARIWAL TPS1,DHARIWAL TPS,Maharashtra,WR,PVT SECTOR, 5-10 years,6.50513347022587,300.0,2.55008084370925,0.354177894959618,0.4925,0.25,6.102375058611058,668210.0689179108,13.000896752669403,3.546,Contracted,0.0296736847247325,19828.25491496189,3033.675805363024,3079.4011096127497,0.2834844773062652,679699.7971798268,Operational,1265077.668769552,N,668210.0689179108,0.0840829727158286,0.2144183780047622,2.4880427206685543,0.0388571950662156,231.58191793121009,321.4182678020272,0.7485552734099925,Feasibility Study completed,N,N,214.67522781080223,294.0827974050844,106.2533684878854,NIT issued,214.5541649073413,117.7297051138992,96.82445979344207,804903.9824213493,3609274.98343448,1661998.6143620196,122830.40900975888,606170.189028095,1,0.3002767882898282,2.38,42.66
223,GMR WARORA TPS1,GMR WARORA TPS,Maharashtra,WR,PVT SECTOR, 5-10 years,7.25256673511293,300.0,5.59398915991313,0.7769429388768236,0.4925,0.25,12.008106892809613,1314887.7047626527,13.024571701334702,3.546,Contracted,0.0086047411424651,11314.268330892724,3034.636485561718,2940.60784192568,0.2833947341277062,1450610.421148114,Operational,1241715.372084797,N,1314887.7047626527,0.0870663127669074,0.4870480098116862,2.5600853339202208,0.0776566061532756,522.719770633684,332.5967130989701,0.7867936347193816,NIT issued,N,N,451.63010770939616,295.4401812385009,233.0828816630471,Bid opened,472.4027680761695,237.44948553626648,234.95328253990303,1686097.160106999,8321940.5027347775,3645846.0740438434,300406.3382721253,1376906.1538500686,1,0.3002767882898282,2.38,42.66
