,Unit ID,Plant name,State,Region,Ownership,Age grouping,Age,Capacity,Avg daily generation,Actual avg PLF,Target PLF,Coeff of variation,Daily actual coal consumption - calc (tons/MW),Annual actual coal consumption (tons),Daily target coal consumption at 85%(tons/MW),Daily target generation,Not contracted in MERIT,Import share,Imported coal,Target SHR,Actual SHR,Efficiency,Actual coal used,Plant status,Wtd GCV,Pithead plant,Total,Auxiliary consumption (%),"Actual aux, MU",VC  - ACTUAL,Variation,TOTAL VC - ACTUAL,TOTAL VC - TARGET,INR/Mcal,FGD status - Jun 2020,Retirement by 2022,Retirement by 2027,Actual coal cost (INR crore),Target coal cost (INR crore),wtd PLF,FGD status - Feb 2021,Actual energy,Actual energy-coal cost,Actual energy-transport cost,Actual SHR.1,Actual INR/Mcal,Actual-cons,Actual age,Actual aux,Boiler design
143,BHUSAWAL TPS5,BHUSAWAL TPS,Maharashtra,WR,STATE SECTOR, 5-10 years,8.17522245037645,500.0,8.36403803079259,0.6970031692327158,0.85,0.15,10.80218681560122,1971399.0938472224,12.930877621115675,10.2,Contracted,0.03855774289907159,76012.6994120239,2745.111478675288,2795.687824618226,0.31328418050803947,1974592.6898348504,Operational,2161175.411975601,N,1971399.0938472224,0.06812417086760414,0.5697931559528537,2.2372504297338733,0.04779753783596311,683.0043402725931,830.9983036964788,0.7122837681547386,Feasiblity Study Carried Out,N,N,627.3990523436984,751.2757003074743,348.5015846163579,Bid opened,607.9258153803986,361.40568559925896,246.5201297811398,2396782.0269513917,11264481.204605663,5451207.420321871,506303.9494117045,1610830.3227775793,1
144,KHAPARKHEDA TPS5,KHAPARKHEDA TPS,Maharashtra,WR,STATE SECTOR, 5-10 years,8.75838466803559,500.0,8.53796222381129,0.7114968519842741,0.85,0.15,11.02231343507283,2011572.2019007916,12.949349284360027,10.2,Contracted,0.02428521352610121,48851.4604463303,2746.3493295030144,2792.13448134635,0.3131429752076105,2255539.7118947296,Operational,1928869.970440753,N,2011572.2019007914,0.08978117737978991,0.7665483008779469,2.187521842566708,0.04425322617641036,681.7097282292766,812.6671862543798,0.6515112824196123,Feasiblity Study Carried Out,N,N,709.7897507192833,834.0558109029688,355.7484259921371,Bid opened,566.8985762641361,370.10146138463523,196.7971148795009,2443511.719367447,10517640.400718976,5564561.382614554,553699.3094444572,2167065.7747071944,1
145,FARAKKA STPS6,FARAKKA STPS,West Bengal,ER,CENTRAL SECTOR, 5-10 years,9.1772758384668,500.0,8.69645910094108,0.7247049250784233,0.85,0.15,11.219349696277064,2047531.3195705642,12.962617662183437,10.2,Contracted,0.011012599888399872,22548.643181398038,2746.557497918411,2787.9764411893266,0.3131192413236517,1824262.0509856616,Operational,2425533.0874648546,Pithead plant,2047531.3195705637,0.07038083068867591,0.6120640155743289,1.808018273095432,0.04843606750103825,573.9025292490919,671.5446251340036,0.47839090315089317,NIT issued,N,N,568.9003005974854,657.3451633277854,362.3524625392117,Bid Awarded,423.3575757168974,349.36637695190467,73.99119876499262,2485166.1172570004,7866245.926376433,5667860.6920541935,590951.6936238242,1730331.902845313,1
146,KORBA STPS7,KORBA STPS,Chhattisgarh,WR,CENTRAL SECTOR, 5-10 years,9.50581793292265,500.0,10.8688725081119,0.9057393756759917,0.85,0.15,13.748542888618102,2509109.0771728037,12.973024233025326,10.2,Contracted,0.0,0.0,2746.584883631759,2728.1590513272954,0.313116119266934,2604185.4612217667,Operational,2077998.0676449249,Pithead plant,2509109.0771728037,0.06261093345414286,0.6805102533269569,1.6216323646582969,0.0240241144175005,643.3240130672154,604.4368729423963,0.3933883912010035,Bid Awarded,N,N,805.9954002481368,761.5029323804509,452.86968783799585,Bid Awarded,425.7636544010259,418.7681785238445,6.995475877181429,3039331.323349608,8084407.245847125,7083717.009490629,765014.6005215168,1923832.4286064536,1
147,SIMHADRI STPP3,SIMHADRI STPP,Andhra Pradesh,SR,CENTRAL SECTOR, 5-10 years,9.1772758384668,500.0,7.73661821159312,0.6447181842994266,0.85,0.15,10.10647017579665,1844430.8070828887,12.962617662183437,10.2,Contracted,0.016194662129857273,29869.93374260734,2747.7258228702963,2815.5860790246134,0.31298610394163606,1845182.0099298474,Operational,2154485.780425286,N,1844430.8070828884,0.056962700163683135,0.44069866346786934,2.7177035098862494,0.05279418575423718,767.4429580928222,1009.2114184606098,0.9780716676506108,Bid Awarded,N,N,577.4666484664458,742.9857744411988,322.3590921497133,Bid Awarded,777.6488213456664,399.7583728196372,377.8904485260291,2232769.2398672136,14307507.84315196,5042290.6313874405,525727.4923039797,1245874.5123648592,1
148,MEJIA TPS7,MEJIA TPS,West Bengal,ER,CENTRAL SECTOR, 5-10 years,9.67282683093771,500.0,7.78808946568042,0.6490074554733682,0.85,0.15,10.181844670107568,1858186.652294631,12.978314239869952,10.2,Not contracted,0.0,0.0,2747.860921296372,2814.3032679315943,0.31297071599761805,1741625.3531117649,Operational,2296730.075211687,N,1858186.652294631,0.0836786463247332,0.6516967839440522,1.9716745998843763,0.07124959461268827,560.4786036104846,731.5189637575933,0.5416953030784837,Bid Awarded,N,N,539.0330467880913,689.300326617388,324.50372773668414,Bid Awarded,433.3609366039279,344.0468748359959,89.31406176793196,2246599.6775063225,7976789.83945621,5075836.686675686,557802.0192991432,1842375.482868329,1
149,INDIRA GANDHI STPP2,INDIRA GANDHI STPP,Haryana,NR,CENTRAL SECTOR, 5-10 years,8.50650239561943,500.0,5.26176485866129,0.4384804048884408,0.85,0.15,7.215775330715589,1316878.997855595,12.941370913381245,10.2,Contracted,0.04640486679017308,61109.59447426551,2749.4118133794173,2885.4483397589597,0.31279417503590995,1174208.9350670704,Operational,2359729.529858776,N,1316878.997855595,0.0656002746430463,0.3451732198353103,2.865911716887889,0.10036109767124456,550.4110049380413,1061.787676323323,1.0423810757152483,Bid Awarded,N,N,375.05651777171437,692.7745801948678,219.24020244422042,Bid Awarded,577.6491279456607,265.263882621714,312.3852453239467,1556211.4442516912,10370509.714404691,3429321.0451609143,331419.61024706333,975819.8800960949,1
150,KAKATIYA TPS1,KAKATIYA TPS,Telangana,SR,STATE SECTOR, 5-10 years,10.0095824777549,500.0,9.6179698888849,0.8014974907404083,0.85,0.15,12.31415101290141,2247332.5598545074,12.988980974982887,10.2,Contracted,0.0,0.0,2750.4339152758384,2766.4674479647924,0.31267793609713085,2265946.6224413333,Operational,0.0,Pithead plant,0.0,0.05762669839553867,0.5542518499641427,2.013271524678245,0.016838350574900122,706.7708489414234,748.9291370051503,0.6039216229589296,Feasiblity Study completed,N,N,701.3104796455926,739.4396551339285,400.7487453702042,Feasibility Study completed,586.5194537316539,364.9709930735895,221.54846065806439,2727299.562843327,10982624.643883886,6268449.358276456,712845.0086309595,1566894.3669300298,1
151,NTPL TUTICORIN (JV) TPP2,NTPL TUTICORIN (JV) TPP,Tamil Nadu,SR,CENTRAL SECTOR, 0-5 years,4.84325804243668,500.0,5.64621183017826,0.47051765251485494,0.85,0.15,7.545485903229114,1377051.1773393133,12.825337648494182,10.2,Contracted,0.1762526032852658,242708.8548630942,2750.697558699027,2876.1434936860082,0.31264796716028154,1382956.166136062,Operational,0.0,N,0.0,0.07021779896647985,0.39646456721361734,3.1749461060458772,0.08353970010477581,654.3142666409141,1177.2453243173254,1.213769511872818,Bid opened,N,N,480.08985321463757,829.464538470232,235.25882625742747,Bid Awarded,719.4436871633654,311.20261020074315,408.24107696262223,1664529.8304823674,12957927.340441914,3679881.8599417848,202483.90760685978,1120822.7759538533,1
152,UKAI TPS6,UKAI TPS,Gujarat,WR,STATE SECTOR, 5-10 years,7.17590691307323,500.0,8.5571901336582,0.71309917780485,0.85,0.15,10.994482092023814,2006492.9817943461,12.899224301471595,10.2,Contracted,0.09771524036769624,196064.9440121301,2750.8135604241347,2796.0690294981723,0.3126347828049098,2058690.0618938487,Operational,2121050.3187490483,N,2006492.9817943464,0.08018786327151965,0.6861827924261806,2.838301692989068,0.03371205223789779,886.5078843910867,1054.9727376583628,1.0160237663156229,e-tender for EPC floated,N,N,680.1335023659266,797.5839859891753,356.549588902425,NIT issued,887.310870603911,406.27478936202516,481.03608124188565,2452465.6670055245,16439068.189212684,5577093.047875863,454677.763990104,1939868.9462316795,1
153,NTPL TUTICORIN (JV) TPP1,NTPL TUTICORIN (JV) TPP,Tamil Nadu,SR,CENTRAL SECTOR, 5-10 years,5.1772758384668,500.0,8.20294727953401,0.6835789399611675,0.85,0.15,10.520451527545148,1919982.4037769896,12.835917662183435,10.2,Contracted,0.1762526032852658,338401.89692759677,2753.2496340282537,2808.2636435505624,0.3123581637389495,1961771.8372616037,Operational,0.0,N,0.0,0.07021779896647985,0.5759929030069519,3.1704616561776993,0.0366879520573837,949.2602383354558,1178.263498731079,1.213769511872818,Bid opened,N,N,681.024298856101,830.2341090754784,341.78946998058376,Bid Awarded,1020.5561091036625,441.45181989380114,579.1042892098613,2361193.9580454286,18825576.868645668,5346217.570278974,314461.12372705364,1628357.2804883854,1
154,INDIRA GANDHI STPP1,INDIRA GANDHI STPP,Haryana,NR,CENTRAL SECTOR, 5-10 years,9.59069130732375,500.0,5.18401343462355,0.4320011195519625,0.85,0.15,7.1599687738218005,1306694.3012224787,12.97571259715948,10.2,Contracted,0.04640486679017308,60636.97498370743,2757.695598874284,2895.873990382648,0.3118545790010543,1161037.962322516,Operational,2359729.529858776,N,1306694.3012224785,0.0656002746430463,0.3400727050645466,2.8750082228735314,0.10161871959737188,543.998965699079,1065.092570322063,1.0423810757152483,Bid Awarded,N,N,370.8495499777275,694.8618615510851,216.00055977598126,Bid Awarded,571.1697010797312,262.28844676546606,308.8812543142652,1538755.591289857,10217267.994192714,3378647.0599285737,368138.949351883,961400.500416496,1
155,DADRI (NCTPP)6,DADRI (NCTPP),Uttar Pradesh,NR,CENTRAL SECTOR, 5-10 years,9.8425735797399,490.0,6.92840685075925,0.5891502424115008,0.85,0.15,9.406489035882196,1682350.564067531,13.035769968138261,9.996,Contracted,0.022633605042873307,38077.65821075962,2763.5181736163295,2849.7475910020685,0.31119751923853184,1526773.4623704804,Operational,2312885.425721943,N,1682350.564067531,0.0666657726329522,0.4618875958213045,2.941685110358961,0.061977199201894956,743.913481405644,1070.0608116001956,1.0743829011139359,Bid Awarded,N,N,479.9176309816168,671.4528165163985,288.6836187816354,Bid Awarded,774.2687478524597,356.0067308856383,418.2620169668214,2023781.6000744235,14074553.254121125,4515544.130337811,504937.6913143776,1305776.5564410442,1
156,DR. N TATA RAO TPS7,DR. N TATA RAO TPS,Andhra Pradesh,SR,STATE SECTOR, 10-15 years,10.5900068446269,500.0,8.63695232200311,0.7197460268335925,0.8,0.15,11.19510331194738,2043106.3544303968,13.007365916803558,9.6,Contracted,0.0,0.0,2771.397229126625,2797.926881341012,0.3103127877020428,2470141.711144702,Operational,1785409.669500092,N,2043106.3544303968,0.08897127639334747,0.7684406722371029,2.9481534124607776,0.019026291856709097,929.4017068401694,1032.0801167373243,1.047518881492147,Feasibility Study started,N,N,764.5088595992853,841.6967516095667,359.87301341679625,Feasibility Study completed,923.9566750233123,354.8063830750391,569.1502919482731,2476970.0101458,17106632.687697507,5629077.535675433,677255.4373587258,2172415.5918038683,1
157,KAHALGAON TPS7,KAHALGAON TPS,Bihar,ER,CENTRAL SECTOR, 10-15 years,10.8418891170431,500.0,9.81055987195193,0.8175466559959943,0.8,0.15,12.563811176651408,2292895.539738882,13.01534428778234,9.6,Contracted,0.0,0.0,2773.321744948665,2767.521325820082,0.3100974495896143,2631902.929659522,Operational,1882685.466023541,Pithead plant,2292895.539738882,0.07241718123032055,0.7104530922180533,1.8699099117130369,0.006558603390186549,669.587504756624,655.4247609176703,0.5026696055634261,Bid Awarded,N,N,814.5739567296221,798.7617174546882,408.77332799799717,Bid Awarded,498.15014271546204,400.63338037206785,97.51676234339428,2782970.7005458246,9324349.99780499,6393968.627905504,787579.659588219,2008482.1516364943,1
159,SIPAT STPS5,SIPAT STPS,Chhattisgarh,WR,CENTRAL SECTOR, 10-15 years,11.337440109514,500.0,10.5820686511211,0.8818390542600917,0.8,0.15,13.47402717910579,2459009.9601868065,13.031040865468857,9.6,Contracted,0.0029815102260802168,7331.563342330071,2777.7802188189526,2750.726584445329,0.30959972793155394,2529973.7308283173,Operational,2099736.783600908,Pithead plant,2459009.960186806,0.05459535983889759,0.5777318458478741,1.689875480591496,0.03384882429299627,652.7068096824897,593.1040267314231,0.43306930504238034,NIT issued,N,N,784.6380849400824,718.8205736047992,440.9195271300458,NIT issued,460.1169866435411,409.58449668645494,50.53248995708611,2983608.699599094,8665031.104228424,6896794.459921945,888344.2958577487,1633273.3484131573,1
161,SIPAT STPS4,SIPAT STPS,Chhattisgarh,WR,CENTRAL SECTOR, 10-15 years,11.9233401779603,500.0,10.494979743807,0.87458164531725,0.8,0.15,13.391611055929388,2443969.017707113,13.049599250136893,9.6,Contracted,0.0029815102260802168,7286.718618516981,2782.2568099702194,2757.602265979722,0.3091015886521292,2515424.255642913,Operational,2099736.783600908,Pithead plant,2443969.017707113,0.05459535983889759,0.5729771956150845,1.694918535005582,0.03075536050007835,649.2669527684616,594.7849472679185,0.43306930504238034,NIT issued,N,N,780.1257565284268,719.9790042816927,437.290822658625,NIT issued,457.4709272801651,407.2290416087,50.24188567146508,2966450.44210068,8593719.140982939,6840034.830657879,926563.6894433879,1619831.7430004508,1
162,KAHALGAON TPS6,KAHALGAON TPS,Bihar,ER,CENTRAL SECTOR, 10-15 years,12.1752224503764,500.0,9.13940497201476,0.7616170810012299,0.8,0.15,11.827879554210085,2158588.0186433406,13.057577621115673,9.6,Contracted,0.0,0.0,2783.5091276153316,2796.197415208258,0.3089625219719589,2477255.7797033293,Operational,1882685.466023541,Pithead plant,2158588.0186433406,0.07241718123032055,0.6618499461956855,1.8827218775419916,0.014249168473799395,628.0539556312808,659.2500333535263,0.5026696055634261,Bid Awarded,N,N,766.7106638181805,801.6958491651602,380.808540500615,Bid Awarded,468.879496388402,377.0926905716766,91.78680581672548,2619447.00732714,8686457.43393128,5956547.784378301,823930.4699265255,1871078.9192928355,1
163,DADRI (NCTPP)5,DADRI (NCTPP),Uttar Pradesh,NR,CENTRAL SECTOR, 10-15 years,10.3381245722108,490.0,7.66622865395754,0.6518901916630561,0.8,0.15,10.295105349490376,1841279.5917563536,13.051466545824777,9.408,Contracted,0.022633605042873307,41674.79505331631,2783.8330093096897,2832.7938463834034,0.30892657609992746,1679312.666640275,Operational,2312885.425721943,N,1841279.5917563539,0.0666657726329522,0.5110750563969566,2.9436166588592987,0.035167399815415945,823.6750007391078,1009.0911038431595,1.0743829011139359,Bid Awarded,N,N,527.8659712883183,636.601146417739,319.42619391489745,Bid Awarded,851.6255670527433,391.5751926007586,460.05037445198474,2225976.6489796517,15573384.44069153,4996414.694730576,586839.4034158273,1444831.6717366779,1
164,BELLARY TPS1,BELLARY TPS,Karnataka,SR,STATE SECTOR, 10-15 years,12.4243668720054,500.0,3.95272351024948,0.32939362585412335,0.8,0.15,5.822116605266946,1062536.2804612177,13.065469270670771,9.6,Contracted,0.0,0.0,2785.4127247871315,2940.981638616183,0.30875137186921675,1231918.9886070678,Operational,1722144.025456492,N,1062536.2804612177,0.06670241413367074,0.2636562005365576,3.536516387280961,0.09300789630639765,510.22880859616237,1233.6079289941645,1.3770499475915714,BID Opened,N,N,381.2789269738875,877.0307913933714,164.69681292706167,NIT issued,584.2938396232737,176.95046345603328,407.3433761672404,1191550.9447824482,10291727.489672972,2576161.855102282,363635.6394502172,745367.6797896718,1
165,SANJAY GANDHI TPS5,SANJAY GANDHI TPS,Madhya Pradesh,WR,STATE SECTOR, 10-15 years,12.9253935660506,500.0,9.51327637657361,0.7927730313811342,0.8,0.15,12.285123308719788,2242035.0038413615,13.081339291204653,9.6,Contracted,0.0,0.0,2789.2408377809716,2791.6298654696725,0.30832762390077,1989831.4459930174,Operational,2435760.1932184375,N,2242035.0038413615,0.0825841594967139,0.7856459336192755,2.053285431110489,0.002460053399616102,712.9717201943355,719.385410742648,0.574985913596627,Feasbility Study completed,N,N,615.8528325348389,620.9351450330026,396.3865156905671,Feasbility Study completed,557.3628514854839,365.7719307080463,191.59092077743773,2722148.511259275,10342593.777336134,6200216.0421354035,910478.3581824244,2221055.6227627713,1
166,KAHALGAON TPS5,KAHALGAON TPS,Bihar,ER,CENTRAL SECTOR, 10-15 years,13.1772758384668,500.0,9.92650879901831,0.8272090665848592,0.8,0.15,12.772220568298557,2330930.2537144865,13.089317662183436,9.6,Contracted,0.0,0.0,2791.1653536030117,2782.170819811175,0.30811503119650646,2677105.1038251426,Operational,1882685.466023541,Pithead plant,2330930.2537144865,0.07241718123032055,0.7188497866828805,1.8887038558259057,0.010069026122010593,684.3105936912416,662.1248787570651,0.5026696055634261,Bid Awarded,N,N,828.5640296338817,803.9009666313464,413.60453329242955,Bid Awarded,506.70572782382544,407.5141431965851,99.19158462724035,2830767.4201308307,9434552.5134563,6469537.58745299,968540.7692769864,2032219.976343117,1
167,VINDHYACHAL STPS10,VINDHYACHAL STPS,Madhya Pradesh,WR,CENTRAL SECTOR, 10-15 years,13.1772758384668,500.0,10.891056321839,0.9075880268199167,0.8,0.15,13.890557155736984,2535026.6809219997,13.089317662183436,9.6,Contracted,0.0,0.0,2791.1653536030117,2755.59985047152,0.30811503119650646,2461286.333059163,Operational,2225291.3772412953,Pithead plant,2535026.6809219997,0.0651793739500345,0.7098722327120315,1.682804037512354,0.044685650893942115,668.9542446175268,590.9319053547996,0.4060353005994307,Bid Awarded,N,N,761.7681200818108,680.1323554650158,453.7940134099583,Bid Awarded,444.77750425108457,416.91654372584645,27.860960525238113,3076167.800123486,8361341.179305377,7098175.165892477,1062652.7696460744,2006840.0362551522,1
168,VINDHYACHAL STPS9,VINDHYACHAL STPS,Madhya Pradesh,WR,CENTRAL SECTOR, 10-15 years,13.8425735797399,500.0,10.7325364381941,0.894378036516175,0.8,0.15,13.72783590359876,2505330.0524067734,13.110390968138262,9.6,Contracted,0.0,0.0,2796.2485856112253,2765.0499248264296,0.3075549164066952,2433780.081997952,Operational,2225291.3772412953,Pithead plant,2505330.0524067734,0.0651793739500345,0.6995400059374245,1.6886988672589889,0.03906217459387032,661.5268075987882,592.8406141882964,0.4060353005994307,Bid Awarded,N,N,753.2549353783661,681.3710031698746,447.1890182580875,Bid Awarded,439.80686693270997,412.25726822048824,27.549598712221748,3041789.9048416144,8239641.429373775,6994860.862106157,1100056.3942018098,1977630.3765453603,1
169,RIHAND STPS4,RIHAND STPS,Uttar Pradesh,NR,CENTRAL SECTOR, 10-15 years,14.6721423682409,500.0,9.83250389321468,0.8193753244345566,0.8,0.15,12.710577260969348,2319680.3501269063,13.13666755951403,9.6,Contracted,0.0,0.0,2802.586936633812,2796.182012385091,0.3068593479683261,2254075.113250919,Operational,2225994.3073481447,Pithead plant,2319680.3501269063,0.06635678810214876,0.6524533773555993,1.776781910795694,0.007621712284640016,637.6628495181609,622.8144208021283,0.445923950474079,Bid Awarded,N,N,697.6362475511595,682.6998370352914,409.68766221727833,Bid Awarded,447.4898900554346,381.8170981947389,65.67279186069572,2818080.7285986096,8290239.441474164,6408270.501127361,1068202.0250220213,1844514.4057328827,1
175,RIHAND STPS3,RIHAND STPS,Uttar Pradesh,NR,CENTRAL SECTOR, 15-20 years,15.337440109514,500.0,11.0051500848356,0.9170958404029668,0.75,0.25,14.062355721747453,2566379.9192189104,13.128831165468856,9.0,Contracted,0.0,0.0,2824.198728642026,2768.961656165008,0.304511149048466,2498341.090585951,Operational,2225994.3073481447,Pithead plant,2566379.9192189104,0.06635678810214876,0.7302664122117803,1.7789180214083922,0.06565191449505013,714.5699832189623,586.2344713092987,0.445923950474079,Bid Awarded,N,N,773.2365675363519,644.9666154630756,458.5479202014834,Bid Awarded,495.98275291495594,423.19323783866287,72.78951507629306,3123465.9570382135,9278951.75872826,7172535.034316051,1249811.703122055,2064495.2790448405,1
176,RAMAGUNDEM STPS7,RAMAGUNDEM STPS,Telangana,SR,CENTRAL SECTOR, 15-20 years,15.6714579055441,500.0,10.0916379190737,0.840969826589475,0.75,0.25,13.013771667445452,2375013.329308795,13.13941117915811,9.0,Contracted,0.0,0.0,2826.7508039712525,2796.6787992317777,0.3042362272584485,2403504.5458459808,Operational,0.0,Pithead plant,0.0,0.0617160589591599,0.6228161208080462,1.9862242986612084,0.03201155472640205,731.615360357658,653.487244099791,0.5596923486775126,Bid Awarded,N,N,743.8846569393311,670.5503366842281,420.48491329473745,Bid Awarded,576.5626225122443,387.12714247839955,189.4354800338447,2892864.656324183,10679555.526511787,6577159.41810981,1171026.7015208057,1760728.577433662,1
177,TALCHER STPS6,TALCHER STPS,Odisha,ER,CENTRAL SECTOR, 15-20 years,15.2525667351129,500.0,10.0952082092883,0.8412673507740249,0.75,0.25,13.004642832858943,2373347.316996757,13.126142801334701,9.0,Contracted,0.023401661620630933,55540.27082059041,2828.826286146276,2798.655928480085,0.30401301211449866,2985045.1300798506,Operational,1727335.7305563686,Pithead plant,2373347.316996757,0.0640939937897432,0.6470422122722889,1.8703118197360107,0.034106654120616184,689.1633341332688,615.4133064388473,0.4963662796654975,Bid Awarded,N,N,938.7924991893696,845.9673659306045,420.6336753870125,Bid Awarded,511.8702913815576,459.9214051170422,51.94888626451539,2895933.966176966,9474574.151982727,6579486.33155029,1140128.8934521442,1829216.8039511004,1
178,TALCHER STPS5,TALCHER STPS,Odisha,ER,CENTRAL SECTOR, 15-20 years,16.0082135523613,500.0,9.64973969028567,0.8041449741904726,0.75,0.25,12.512083183675347,2283455.181020751,13.150077914271044,9.0,Contracted,0.023401661620630933,53436.64547212417,2834.5998336123944,2816.701064520281,0.30339379470858924,2871722.481524781,Operational,1727335.7305563686,Pithead plant,2283455.1810207507,0.0640939937897432,0.6184903557818083,1.8777566330384465,0.020153781106918203,661.3749889342823,617.4457278819225,0.4963662796654975,Bid Awarded,N,N,903.1526854459415,847.6939593117207,402.0724870952363,Bid Awarded,492.4379228215345,442.4611961473914,49.97672667414314,2785994.285942054,9056492.18396734,6289155.1198357,1143810.831203835,1748499.4493708261,1
179,UCHPINDA TPP3,UCHPINDA TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,4.33949349760438,360.0,1.02931945872611,0.11913419661181829,0.85,0.15,2.4799806242558304,325869.4540272161,12.648735806536619,7.344,Not contracted,0.0,0.0,2836.7153126297053,3078.318498294701,0.3031675389388154,278957.42689165304,Operational,1492523.4792297096,N,325869.45402721607,0.1,0.10293194587261101,1.9784325446498652,0.2581987204414238,74.33002773345687,523.6924878761612,0.48287310242658305,Feasibility study completed,N,N,86.33732362296661,567.6534320341233,42.888310780254585,Feasibility Study completed,55.845683928477854,44.784100208009306,11.061583720468551,324778.7458712556,939778.155083844,670852.2666482606,33073.86598887859,290993.13998748973,1
180,ITPCL TPP2,ITPCL TPP,Tamil Nadu,SR,PVT SECTOR, 0-5 years,4.09034907597535,600.0,8.88819058654236,0.617235457398775,0.85,0.15,8.152425246407896,1785381.1289633291,11.39094815698152,12.24,Contracted,1.0,1785381.1289633291,2838.0891634579057,2915.0344176230437,0.3030207828115529,2206468.5573051577,Operational,0.0,N,0.0,0.07324604225486002,0.6510247832711307,3.1381859160558903,0.05184129554745156,1018.0869999036337,1398.4923935276709,1.2224735304310752,Unknown,N,N,1154.2037023263279,1547.5078867056045,370.34127443926496,Unknown,1156.0839558547714,1156.0839558547714,0.0,2655711.600691823,20544471.379661653,5792820.44154017,269196.53704008437,1840475.7073979503,1
181,UCHPINDA TPP1,UCHPINDA TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,4.59137577002053,360.0,2.0589000157198,0.23829861293053242,0.85,0.15,4.145929268801777,544775.1059205536,12.6567141775154,7.344,Contracted,0.0,0.0,2838.6398284517454,3040.8506900169637,0.30296200010307833,551194.082603995,Operational,1492523.4792297096,N,544775.1059205536,0.1,0.20589000157198,1.9764571565875024,0.21631655193578403,148.53045998301448,524.2453065086777,0.48287310242658305,Feasibility study completed,N,N,170.59456856593644,568.0385457628508,85.78750065499167,Feasibility Study completed,110.34590784458898,88.48924118799894,21.856666656590043,641732.7721814428,1879794.695293046,1341874.7023952776,69996.09829992657,582060.0936040567,1
182,TALCHER STPS4,TALCHER STPS,Odisha,ER,CENTRAL SECTOR, 15-20 years,16.5913757700205,500.0,9.77306467062167,0.8144220558851392,0.75,0.25,12.673542967662106,2312921.5915983343,13.1685495775154,9.0,Contracted,0.023401661620630933,54126.208441635354,2839.055506113422,2817.759429793004,0.3029176422046475,2909516.3134656413,Operational,1727335.7305563686,Pithead plant,2312921.5915983343,0.0640939937897432,0.626394746305584,1.8821831401195581,0.023922710926017846,671.4064605874906,619.0142270390788,0.4963662796654975,Bid Awarded,N,N,915.0387924880669,849.026438986278,407.21102794256956,Bid Awarded,498.91874268353655,448.284288105312,50.63445457822459,2822659.8761961595,9172235.380814949,6369531.374157314,1200629.2226226558,1770845.5091747232,1
183,MUTHIARA TPP2,MUTHIARA TPP,Tamil Nadu,SR,PVT SECTOR, 0-5 years,4.33949349760438,600.0,4.87555970621051,0.3385805351535076,0.85,0.15,4.283307366287917,938044.3132170539,11.39883980653662,12.24,Contracted,1.0,938044.3132170539,2839.992760629706,3009.053306827368,0.30281767331312276,1249381.464223415,Operational,0.0,N,0.0,0.07220878575375819,0.35205824625541093,3.1467352723013846,0.11359382830514464,559.9864930406554,1398.0936775673918,1.2224735304310752,Feasiblity Study Completed,N,N,653.5514439352683,1548.545849738761,203.14832109210457,Feasiblity Study Completed,654.6161107752739,654.6161107752739,0.0,1503758.9533022179,11269537.468709862,3177614.3473846093,156660.40992128025,995284.1527268819,1
184,UCHPINDA TPP2,UCHPINDA TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,4.82409308692676,360.0,2.32145489118083,0.268686908701485,0.85,0.15,4.5761020653647755,601299.8113889315,12.664085498528404,7.344,Contracted,0.0,0.0,2840.417913722108,3032.5832798883675,0.30277234763424254,619793.7303619119,Operational,1492523.4792297096,N,601299.8113889316,0.1,0.23214548911808303,1.9773329024223536,0.20547926403065092,167.54555353047235,524.7560628539375,0.48287310242658305,Feasibility study completed,N,N,191.82615954701174,568.3943573600446,96.7272871325346,Feasibility Study completed,124.07916560001527,99.50229623965001,24.57686936036526,721600.5420210307,2119509.717074919,1512993.1358703135,82922.36235718212,656285.512138342,1
185,ITPCL TPP1,ITPCL TPP,Tamil Nadu,SR,PVT SECTOR, 0-5 years,4.67351129363449,600.0,8.55936405871688,0.594400281855339,0.85,0.15,7.8531842617637615,1719847.3533262638,11.409419820225873,12.24,Contracted,1.0,1719847.3533262638,2842.544835958932,2927.038741505674,0.3025457994965554,2133588.5263458183,Operational,0.0,N,0.0,0.07324604225486002,0.6269395415195068,3.143734383894517,0.056826671186805934,982.1553989915603,1400.625552381403,1.2224735304310752,Unknown,N,N,1116.0801581314977,1549.937404574421,356.6401691132034,Unknown,1117.8983065667546,1117.8983065667546,0.0,2567992.9957578443,19784410.361166768,5578509.889402346,296196.9162817707,1772385.6692154724,1
186,TALCHER STPS3,TALCHER STPS,Odisha,ER,CENTRAL SECTOR, 15-20 years,17.2539356605065,500.0,9.47252393311792,0.7893769944264933,0.75,0.25,12.346070098600674,2253157.792994623,13.189536162046544,9.0,Contracted,0.023401661620630933,52727.63624954776,2844.1178194713957,2831.1009191714365,0.3023784718453888,2833395.332454936,Operational,1727335.7305563686,Pithead plant,2253157.792994623,0.0640939937897432,0.6071318901424538,1.8884565674899512,0.014573815066055843,652.9284261753832,620.7962777246739,0.4963662796654975,Bid Awarded,N,N,891.098850916103,850.5403360813145,394.68849721324665,Bid Awarded,485.8656506757929,436.5559332497877,49.30971742600517,2748811.2994271666,8890171.311987625,6173655.90200404,1210179.0292194022,1716388.5672358829,1
